GMDandPRIMe_names,MetNames,Match,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,CAS,InChI,Formula,MW,RETENTIONTIME,RETENTIONINDEX
M999999_A287009-101-xxx_NA_2894.4_TRUE_VAR5_ALK_alpha-D-Glucopyranosyl-(1.6)-D-mannitol (9TMS),alpha-D-Glucopyranosyl-(1.6)-D-mannitol,Isomaltose,HMDB0002923,439193,28189,C00252,412,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O,,InChI=1S/C12H24O11/c13-1-4(15)7(17)8(18)5(16)3-22-12-11(21)10(20)9(19)6(2-14)23-12/h4-21H.1-3H2/t4-.5-.6+.7-.8-.9+.10-.11+.12-/m0/s1,C39H96O11Si9,993.943,,2894.4
M001112_A287010-101-xxx_NA_2871.8_TRUE_VAR5_ALK_Estrone. 2-methoxy- (1MEOX) (1TMS) BP,Estrone. 2-methoxy-,2-Methoxyestrone,HMDB0000010,440624,1189,C05299,2578,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=CC(=C(C=C34)OC)O,,InChI=1S/C19H24O3/c1-19-8-7-12-13(15(19)5-6-18(19)21)4-3-11-9-16(20)17(22-2)10-14(11)12/h9-10.12-13.15.20H.3-8H2.1-2H3/t12-.13+.15-.19-/m0/s1,C23H35NO3Si,401.615,,2871.8
M001109_A287011-101-xxx_NA_2872.56_TRUE_VAR5_ALK_Androst-4-en-3.17-dione. 19-hydroxy- (2MEOX) (1TMS) MP,Androst-4-en-3.17-dione. 19-hydroxy-,"19-Hydroxyandrost-4-ene-3,17-dione",HMDB0003955,252379,27576,C05290,6990,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=CC(=O)CC[C@]34CO,,InChI=1S/C19H26O3/c1-18-8-7-16-14(15(18)4-5-17(18)22)3-2-12-10-13(21)6-9-19(12.16)11-20/h10.14-16.20H.2-9.11H2.1H3/t14-.15-.16-.18-.19+/m0/s1,C24H40N2O3Si,432.672,,2872.56
M000000_A287013-101-xxx_NA_2877.18_TRUE_VAR5_ALK_D287727,D287727,,,,,,,,,,,,,2877.18
M000000_A287014-101-xxx_NA_2863.32_PRED_VAR5_ALK_Palatinose_8TMS,Palatinose,,,,,,,,,,,,,2863.32
M000795_A288001-101-xxx_NA_2938.68_TRUE_VAR5_ALK_Hesperetin (4TMS),Hesperetin,Hesperetin,HMDB0005782,72281,28230,C01709,,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,520-33-2,InChI=1S/C16H11O6/c1-21-13-3-2-8(4-10(13)18)14-7-12(20)16-11(19)5-9(17)6-15(16)22-14/h2-6.14H.7H2.1H3,C28H46O6Si4,591.004,,2938.68
M000795_A288002-101-xxx_NA_2967.26_TRUE_VAR5_ALK_Hesperetin (3TMS),Hesperetin,Hesperetin,HMDB0005782,72281,28230,C01709,,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,520-33-2,InChI=1S/C16H11O6/c1-21-13-3-2-8(4-10(13)18)14-7-12(20)16-11(19)5-9(17)6-15(16)22-14/h2-6.14H.7H2.1H3,C25H38O6Si3,518.823,,2967.26
M000000_A288003-101-xxx_NA_2866.22_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2866.22
M000000_A288004-101-xxx_NA_2868_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2868
M000795_A288008-101-xxx_NA_3031.71_TRUE_VAR5_ALK_Hesperetin (1MEOX) (3TMS),Hesperetin,Hesperetin,HMDB0005782,72281,28230,C01709,,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,520-33-2,InChI=1S/C16H11O6/c1-21-13-3-2-8(4-10(13)18)14-7-12(20)16-11(19)5-9(17)6-15(16)22-14/h2-6.14H.7H2.1H3,C26H41NO6Si3,547.864,,3031.71
M000281_A288009-101-xxx_NA_2838.36_TRUE_VAR5_ALK_Uridine 5'-monophosphate (5TMS),Uridine 5'-monophosphate,Uridine 5'-monophosphate,HMDB0000288,6030,16695,C00105,,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,32645-59-3,InChI=1S/C9H13N2O9P/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(20-8)3-19-21(16.17)18/h1-2.4.6-8.13-14H.3H2.(H.10.12.15)(H2.16.17.18)/t4?.6?.7?.8-/m1/s1,C24H53N2O10PSi5,701.087,,2838.36
M001111_A288010-101-xxx_NA_2886.94_TRUE_VAR5_ALK_Secologanin (TMS) BP1,Secologanin  1,Secologanin,METPA0226,,,C01852,,,19351-63-4,InChI=1S/C17H24O10/c1-3-8-9(4-5-18)10(15(23)24-2)7-25-16(8)27-17-14(22)13(21)12(20)11(6-19)26-17/h3.5.7-9.11-14.16-17.19-22H.1.4.6H2.2H3/t8-.9+.11-.12-.13+.14-.16+.17+/m1/s1,C20H31O10Si,459.54,,2886.94
M001114_A288011-101-xxx_NA_2885.19_TRUE_VAR5_ALK_Pregnenolone. 17alpha-hydroxy- (1MEOX) (2TMS) BP,Pregnenolone. 17alpha-hydroxy-,17a-Hydroxypregnenolone,HMDB0000363,91451,28750,C05138,5352,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)O,,InChI=1S/C21H32O3/c1-13(22)21(24)11-8-18-16-5-4-14-12-15(23)6-9-19(14.2)17(16)7-10-20(18.21)3/h4.15-18.23-24H.5-12H2.1-3H3/t15-.16+.17-.18-.19-.20-.21-/m0/s1,C28H51NO3Si2,505.881,,2885.19
M001109_A288012-101-xxx_NA_2888.19_TRUE_VAR5_ALK_Androst-4-en-3.17-dione. 19-hydroxy- (2MEOX) (1TMS) BP,Androst-4-en-3.17-dione. 19-hydroxy-,"19-Hydroxyandrost-4-ene-3,17-dione",HMDB0003955,252379,27576,C05290,6990,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=CC(=O)CC[C@]34CO,,InChI=1S/C19H26O3/c1-18-8-7-16-14(15(18)4-5-17(18)22)3-2-12-10-13(21)6-9-19(12.16)11-20/h10.14-16.20H.2-9.11H2.1H3/t14-.15-.16-.18-.19+/m0/s1,C24H40N2O3Si,432.672,,2888.19
M000000_A288013-101-xxx_NA_2888.07_TRUE_VAR5_ALK_D288804,D288804,,,,,,,,,,,,,2888.07
M000000_A289001-101-xxx_NA_2882.09_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2882.09
M000000_A289002-101-xxx_NA_2881.99_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2881.99
M000000_A289003-101-xxx_NA_2877.63_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2877.63
M999999_A289005-101-xxx_NA_2865.56_TRUE_VAR5_ALK_Catechin (5TMS),Catechin,Catechin,HMDB0002780,9064,15600,C06562,3419,C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,154-23-4,InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5.13.15-20H.6H2/t13-.15+/m1/s1,C30H54O6Si5,651.174,,2865.56
M000000_A289006-101-xxx_NA_2883.33_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2883.33
M001107_A289009-101-xxx_NA_2896.63_TRUE_VAR5_ALK_Prostaglandin E1. 6-oxo- (1MEOX) (4TMS) BP,Prostaglandin E1. 6-oxo-,6-Ketoprostaglandin E1,HMDB0004241,5280889,28269,C05962,7036,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CC(=O)CCCCC(=O)O)O)O,,InChI=1S/C20H32O6/c1-2-3-4-7-14(21)10-11-16-17(19(24)13-18(16)23)12-15(22)8-5-6-9-20(25)26/h10-11.14.16-18.21.23H.2-9.12-13H2.1H3.(H.25.26)/b11-10+/t14-.16+.17+.18+/m0/s1,,,,2896.63
M001116_A289010-101-xxx_NA_2891.74_TRUE_VAR5_ALK_Aphidicolin (4TMS),Aphidicolin,NA,,,,,,,38966-21-1,InChI=1S/C20H34O4/c1-17(11-21)15-4-3-13-9-14-10-19(13.7-8-20(14.24)12-22)18(15.2)6-5-16(17)23/h13-16.21-24H.3-12H2.1-2H3/t13-.14+.15-.16+.17-.18-.19-.20-/m0/s1,C32H66O4Si4,627.207,,2891.74
M000000_A289011-101-xxx_NA_2881.58_PRED_VAR5_ALK_18|0_8|0_Mycolic_acid_1MeO,18|0_8|0_Mycolic_acid,,,,,,,,,,,,,2881.58
M000171_A290002-101-xxx_NA_2868.91_TRUE_VAR5_ALK_Melibiose (1MEOX) (8TMS) BP,Melibiose,Melibiose,HMDB0000048,440658,28053,C05402,3478,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O,585-99-9,InChI=1S/C12H22O11.H2O/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4;/h3-20H.1-2H2;1H2/t3-.4-.5+.6-.7+.8+.9-.10-.11?.12?;/m1./s1,C37H89NO11Si8,948.787,,2868.91
M000000_A290003-101-xxx_NA_2892.61_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2892.61
M000000_A290004-101-xxx_NA_2888.8_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2888.8
M000564_A290005-101-xxx_NA_2893.87_PRED_VAR5_ALK_Nonacosane. n-,Nonacosane. n-,Nonacosane,HMDB0034288,12409,7613,C08384,,CCCCCCCCCCCCCCCCCCCCCCCCCCCCC,,InChI=1S/C29H60/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-29H2.1-2H3,C29H60,408.788,,2893.87
M000000_A290008-101-xxx_NA_2898.05_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2898.05
M000249_A290009-101-xxx_NA_2706.09_TRUE_VAR5_ALK_Gibberellin A3 (3TMS),Gibberellin A3,Gibberellin A3,HMDB0003559,9819600,682248,C01699,6954,C[C@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O,1977/6/5,InChI=1S/C19H22O6/c1-9-7-17-8-18(9.24)5-3-10(17)19-6-4-11(20)16(2.15(23)25-19)13(19)12(17)14(21)22/h4.6.10-13.20.24H.1.3.5.7-8H2.2H3.(H.21.22)/t10-.11+.12-.13-.16-.17+.18+.19-/m1/s1,C28H46O6Si3,562.919,,2706.09
M000249_A290010-101-xxx_NA_2767.81_TRUE_VAR5_ALK_Gibberellin A3 (3TMS),Gibberellin A3,Gibberellin A3,HMDB0003559,9819600,682248,C01699,6954,C[C@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O,1977/6/5,InChI=1S/C19H22O6/c1-9-7-17-8-18(9.24)5-3-10(17)19-6-4-11(20)16(2.15(23)25-19)13(19)12(17)14(21)22/h4.6.10-13.20.24H.1.3.5.7-8H2.2H3.(H.21.22)/t10-.11+.12-.13-.16-.17+.18+.19-/m1/s1,C28H46O6Si3,562.919,,2767.81
M000249_A290011-101-xxx_NA_0_FALSE_VAR5_ALK_NA,NA,Gibberellin A3,HMDB0003559,9819600,682248,C01699,6954,C[C@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O,1977/6/5,InChI=1S/C19H22O6/c1-9-7-17-8-18(9.24)5-3-10(17)19-6-4-11(20)16(2.15(23)25-19)13(19)12(17)14(21)22/h4.6.10-13.20.24H.1.3.5.7-8H2.2H3.(H.21.22)/t10-.11+.12-.13-.16-.17+.18+.19-/m1/s1,,,,0
M000827_A290012-101-xxx_NA_2749.94_TRUE_VAR5_ALK_Gibberellin A1 (3TMS),Gibberellin A1,Gibberellin A1,METPA0089,,,C00859,,,,InChI=1S/C19H24O6/c1-9-7-17-8-18(9.24)5-3-10(17)19-6-4-11(20)16(2.15(23)25-19)13(19)12(17)14(21)22/h10-13.20.24H.1.3-8H2.2H3.(H.21.22)/t10-.11+.12-.13-.16-.17+.18+.19-/m1/s1,C28H48O6Si3,JLJLRLWOEMWYQK-OBDJNFEBSA-N,,2749.94
M001118_A290013-101-xxx_NA_2901.14_TRUE_VAR5_ALK_Adrenosterone (2MEOX) MP,Adrenosterone,Adrenosterone,HMDB0006772,223997,607862,C05285,,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CCC4=O)C,,InChI=1S/C19H24O3/c1-18-8-7-12(20)9-11(18)3-4-13-14-5-6-16(22)19(14.2)10-15(21)17(13)18/h9.13-14.17H.3-8.10H2.1-2H3/t13-.14-.17+.18-.19-/m0/s1,C20H27NO3,329.434,,2901.14
M001119_A290014-101-xxx_NA_2901.63_TRUE_VAR5_ALK_Pregnane-3.20-dione. 5beta- (2MEOX) MP,Pregnane-3.20-dione. 5beta-,"5a-Pregnane-3,20-dione",HMDB0003759,92810,28952,C03681,6981,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CCC(=O)C4)C)C,,InChI=1S/C21H32O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14.2)19(16)9-11-21(17.18)3/h14.16-19H.4-12H2.1-3H3/t14-.16+.17-.18+.19+.20+.21-/m1/s1,C23H38N2O2,374.561,,2901.63
M001111_A290015-101-xxx_NA_2909.53_TRUE_VAR5_ALK_Secologanin (TMS) MP,Secologanin,Secologanin,METPA0226,,,C01852,,,19351-63-4,InChI=1S/C17H24O10/c1-3-8-9(4-5-18)10(15(23)24-2)7-25-16(8)27-17-14(22)13(21)12(20)11(6-19)26-17/h3.5.7-9.11-14.16-17.19-22H.1.4.6H2.2H3/t8-.9+.11-.12-.13+.14-.16+.17+/m1/s1,C20H31O10Si,459.54,,2909.53
M000860_A290016-101-xxx_NA_2907.78_TRUE_VAR5_ALK_Estriol (3TMS),Estriol,Estriol,HMDB0000153,5756,27974,C05141,2581,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O,50-27-1,InChI=1S/C18H24O3/c1-18-7-6-13-12-5-3-11(19)8-10(12)2-4-14(13)15(18)9-16(20)17(18)21/h3.5.8.13-17.19-21H.2.4.6-7.9H2.1H3/t13-.14-.15+.16-.17+.18+/m1/s1,C27H48O3Si3,504.925,,2907.78
M000000_A290017-101-xxx_NA_2895.47_PRED_VAR5_ALK_Melibiose_8TMS,Melibiose,,,440658,28053,,3478,,,,,,,2895.47
M000623_A291001-101-xxx_NA_2914.54_PRED_VAR5_ALK_Tocopherol. delta- (1TMS),Tocopherol. delta-,Alpha-Tocopherol,HMDB0001893,14985,18145,C02477,6376,CC1=C(C(=C2CC[C@@](OC2=C1C)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)O,119-13-1,InChI=1S/C27H46O2/c1-20(2)10-7-11-21(3)12-8-13-22(4)14-9-16-27(6)17-15-24-19-25(28)18-23(5)26(24)29-27/h18-22.28H.7-17H2.1-6H3/t21-.22-.27-/m1/s1,C30H54O2Si,474.835,,2914.54
M000107_A291002-101-xxx_NA_2881.28_TRUE_VAR5_ALK_Isomaltose (1MEOX) (8TMS) BP,Isomaltose,Isomaltose,HMDB0002923,439193,28189,C00252,412,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O,499-40-1,InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H.1-2H2/t3-.4-.5-.6-.7+.8+.9-.10-.11-.12+/m1/s1,C37H89NO11Si8,948.787,,2881.28
M000000_A291003-101-xxx_NA_2902.44_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2902.44
M000000_A291005-101-xxx_NA_2902.83_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2902.83
M000870_A291007-101-xxx_NA_2911.28_PRED_VAR5_ALK_Siloxane,Siloxane,,,,,,,,,InChI=1S/H6OSi2/c2-1-3/h2-3H3,,,,2911.28
M001121_A291008-101-xxx_NA_2917.31_TRUE_VAR5_ALK_Loganin (5TMS),Loganin,Loganin,METPA0182,,,C01433,,,,InChI=1S/C17H26O10/c1-6-9(19)3-7-8(15(23)24-2)5-25-16(11(6)7)27-17-14(22)13(21)12(20)10(4-18)26-17/h5-7.9-14.16-22H.3-4H2.1-2H3/t6-.7+.9-.10+.11+.12+.13-.14+.16-.17-/m0/s1,C32H66O10Si5,751.289,,2917.31
M001122_A291009-101-xxx_NA_2912.15_TRUE_VAR5_ALK_Isoflavone. 5.7-dihydroxy-4'-methoxy- (2TMS),Isoflavone. 5.7-dihydroxy-4'-methoxy-,Biochanin A,HMDB0002338,5280373,17574,C00814,,COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O,491-80-5,InChI=1S/C16H12O5/c1-20-11-4-2-9(3-5-11)12-8-21-14-7-10(17)6-13(18)15(14)16(12)19/h2-8.17-18H.1H3,C22H28O5Si2,428.626,,2912.15
M000833_A291010-101-xxx_NA_2914.99_TRUE_VAR5_ALK_Epigallocatechin (6TMS),Epigallocatechin,Epicatechin,HMDB0001871,72276,671201,C09727,3420,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,970-74-1,InChI=1S/C15H14O7/c16-7-3-9(17)8-5-12(20)15(22-13(8)4-7)6-1-10(18)14(21)11(19)2-6/h1-4.12.15-21H.5H2,C33H62O7Si6,739.355,,2914.99
M000000_A291011-101-xxx_NA_2913.48_TRUE_VAR5_ALK_D291398,D291398,,,,,,,,,,,,,2913.48
M000000_A292001-101-xxx_NA_2912.67_PRED_VAR5_ALK_NA292001 (classified unknown),NA292001 (classified unknown),,,,,,,,,,,,,2912.67
M000000_A292003-101-xxx_NA_2913.77_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2913.77
M000000_A292004-101-xxx_NA_2915.56_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2915.56
M000000_A292005-101-xxx_NA_2919.04_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2919.04
M000000_A292006-101-xxx_NA_2919.64_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2919.64
M001123_A292008-101-xxx_NA_2922.82_TRUE_VAR5_ALK_Morin (5TMS),Morin,Morin,HMDB0030796,5281670,142426,C10105,,C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,,InChI=1S/C15H10O7/c16-6-1-2-8(9(18)3-6)15-14(21)13(20)12-10(19)4-7(17)5-11(12)22-15/h1-5.16-19.21H,C30H50O7Si5,663.142,,2922.82
M001114_A292009-101-xxx_NA_2923.46_TRUE_VAR5_ALK_Pregnenolone. 17alpha-hydroxy- (1MEOX) (2TMS) MP,Pregnenolone. 17alpha-hydroxy-,17a-Hydroxypregnenolone,HMDB0000363,91451,28750,C05138,5352,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)O,,InChI=1S/C21H32O3/c1-13(22)21(24)11-8-18-16-5-4-14-12-15(23)6-9-19(14.2)17(16)7-10-20(18.21)3/h4.15-18.23-24H.5-12H2.1-3H3/t15-.16+.17-.18-.19-.20-.21-/m0/s1,C28H51NO3Si2,505.881,,2923.46
M000000_A292010-101-xxx_NA_2926.93_TRUE_VAR5_ALK_D292711,D292711,,,,,,,,,,,,,2926.93
M000000_A292011-101-xxx_NA_2912.96_PRED_VAR5_ALK_Deoxyuridine_2TMS,Deoxyuridine,,,13712,16450,,5086,,,,,,,2912.96
M000000_A293001-101-xxx_NA_2911.69_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2911.69
M000000_A293004-101-xxx_NA_2926.9_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2926.9
M000000_A293006-101-xxx_NA_2935.55_TRUE_VAR5_ALK_D293621,D293621,,,,,,,,,,,,,2935.55
M000000_A294001-101-xxx_NA_2924.09_PRED_VAR5_ALK_NA294001 (classified unknown),NA294001 (classified unknown),,,,,,,,,,,,,2924.09
M000000_A294002-101-xxx_NA_2925.73_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2925.73
M000000_A294003-101-xxx_NA_2925.19_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2925.19
M000501_A294004-101-xxx_NA_2937.21_TRUE_VAR5_ALK_Pentacosanoic acid (1TMS),Pentacosanoic acid,,,10468,39420,,4209,,506-38-7,InChI=1S/C25H50O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25(26)27/h2-24H2.1H3.(H.26.27),C28H58O2Si,MWMPEAHGUXCSMY-UHFFFAOYSA-N,,2937.21
M000000_A294006-101-xxx_NA_2939.93_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2939.93
M000708_A294008-101-xxx_NA_2941.17_TRUE_VAR5_ALK_Hexacosanoic acid methyl ester (FAME MIX),Hexacosanoic acid methyl ester,,,,,,,,5802-82-4,InChI=1S/C27H54O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27(28)29-2/h3-26H2.1-2H3,C27H54O2,410.717,,2941.17
M001187_A294009-101-xxx_NA_2945.26_TRUE_VAR5_ALK_Pregnane-3.20-dione. 5alpha-allo- (2MEOX) MP,Pregnane-3.20-dione. 5alpha-allo-,"5a-Pregnane-3,20-dione",HMDB0003759,92810,28952,C03681,6981,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CCC(=O)C4)C)C,,InChI=1S/C21H32O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14.2)19(16)9-11-21(17.18)3/h14.16-19H.4-12H2.1-3H3/t14-.16-.17+.18-.19-.20-.21+/m0/s1,C23H38N2O2,374.561,,2945.26
M000000_A295001-101-xxx_NA_2938.51_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2938.51
M000000_A295002-101-xxx_NA_2934.73_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2934.73
M000000_A295003-101-xxx_NA_2935.42_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2935.42
M000000_A295006-101-xxx_NA_2918.3_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2918.3
M000000_A295007-101-xxx_NA_2933.34_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2933.34
M000000_A295008-101-xxx_NA_2934.06_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2934.06
M000870_A295011-101-xxx_NA_2959.7_PRED_VAR5_ALK_Siloxane,Siloxane,,,,,,,,,InChI=1S/H6OSi2/c2-1-3/h2-3H3,,,,2959.7
M000000_A295012-101-xxx_NA_2940.93_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2940.93
M000000_A295013-101-xxx_NA_2942.39_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2942.39
M000873_A295014-101-xxx_NA_2956.76_TRUE_VAR5_ALK_Eriodictyol (5TMS),Eriodictyol,Eriodictyol,HMDB0005810,440735,28412,C05631,3415,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,,InChI=1S/C15H12O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-5.13.16-19H.6H2,C30H52O6Si5,649.158,,2956.76
M001187_A295015-101-xxx_NA_2959.95_TRUE_VAR5_ALK_Pregnane-3.20-dione. 5alpha-allo- (2MEOX) BP,Pregnane-3.20-dione. 5alpha-allo-,"5a-Pregnane-3,20-dione",HMDB0003759,92810,28952,C03681,6981,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CCC(=O)C4)C)C,,InChI=1S/C21H32O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14.2)19(16)9-11-21(17.18)3/h14.16-19H.4-12H2.1-3H3/t14-.16-.17+.18-.19-.20-.21+/m0/s1,C23H38N2O2,374.561,,2959.95
M000000_A295017-101-xxx_NA_2953.14_TRUE_VAR5_ALK_D295341,D295341,,,,,,,,,,,,,2953.14
M000000_A296001-101-xxx_NA_2943.68_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2943.68
M000000_A296003-101-xxx_NA_2951.33_PRED_VAR5_ALK_NA296003 (classified unknown),NA296003 (classified unknown),,,,,,,,,,,,,2951.33
M000000_A296004-101-xxx_NA_2950.97_TRUE_VAR5_ALK_NA,NA,,,,,,,,,,,,,2950.97
M000796_A296005-101-xxx_NA_2953.53_TRUE_VAR5_ALK_Taxifolin (5TMS),Taxifolin,Taxifolin,METPA0191,,,C01617,,,480-18-2,InChI=1S/C15H12O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5.14-19.21H/t14-.15?/m0/s1,C30H52O7Si5,665.158,,2953.53
M000000_A296006-101-xxx_NA_2955.36_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2955.36
M001126_A296007-101-xxx_NA_2963.67_TRUE_VAR5_ALK_Androst-4-en-3.17-dione. 11beta-hydroxy- (2MEOX) (1TMS) MP,Androst-4-en-3.17-dione. 11beta-hydroxy-,Aldosterone,HMDB0000037,24758425,27584,C01780,418,C[C@]12CCC(=O)C=C1CCC3C2[C@H](C[C@]4(C3CC[C@@H]4C(=O)CO)C=O)O,382-44-5,InChI=1S/C19H26O3/c1-18-8-7-12(20)9-11(18)3-4-13-14-5-6-16(22)19(14.2)10-15(21)17(13)18/h9.13-15.17.21H.3-8.10H2.1-2H3/t13-.14-.15-.17+.18-.19-/m0/s1,C24H40N2O3Si,432.672,,2963.67
M000000_A297001-101-xxx_NA_2961.53_PRED_VAR5_ALK_NA,NA,,,,,,,,,,,,,2961.53
M001126_A297003-101-xxx_NA_2970.73_TRUE_VAR5_ALK_Androst-4-en-3.17-dione. 11beta-hydroxy- (2MEOX) (1TMS) BP,Androst-4-en-3.17-dione. 11beta-hydroxy-,Aldosterone,HMDB0000037,24758425,27584,C01780,418,C[C@]12CCC(=O)C=C1CCC3C2[C@H](C[C@]4(C3CC[C@@H]4C(=O)CO)C=O)O,382-44-5,InChI=1S/C19H26O3/c1-18-8-7-12(20)9-11(18)3-4-13-14-5-6-16(22)19(14.2)10-15(21)17(13)18/h9.13-15.17.21H.3-8.10H2.1-2H3/t13-.14-.15-.17+.18-.19-/m0/s1,C24H40N2O3Si,432.672,,2970.73
