"GMDandPRIMe_names","MetNames"
"M000000_A332003-101-xxx_NA_3312.63_PRED_VAR5_ALK_NA","NA"
"M001153_A332005-101-xxx_NA_3321.92_TRUE_VAR5_ALK_Cholecalciferol. 25-hydroxy- (2TMS) BP","Cholecalciferol. 25-hydroxy-"
"M000000_A333001-101-xxx_NA_3321.93_PRED_VAR5_ALK_NA","NA"
"M000000_A333002-101-xxx_NA_3325.26_PRED_VAR5_ALK_NA","NA"
"M000000_A333003-101-xxx_NA_3324.35_PRED_VAR5_ALK_NA","NA"
"M000000_A333004-101-xxx_NA_3316.77_PRED_VAR5_ALK_NA","NA"
"M001158_A333005-101-xxx_NA_3335.09_TRUE_VAR5_ALK_Cholesterol. 20alpha-hydroxy- (2TMS)","Cholesterol. 20alpha-hydroxy-"
"M001159_A333006-101-xxx_NA_3337.7_TRUE_VAR5_ALK_Chenodeoxycholic acid (3TMS)","Chenodeoxycholic acid"
"M000000_A334001-101-xxx_NA_3346.98_PRED_VAR5_ALK_NA","NA"
"M000000_A334002-101-xxx_NA_3332.17_PRED_VAR5_ALK_NA","NA"
"M000000_A334003-101-xxx_NA_3329.61_PRED_VAR5_ALK_NA","NA"
"M000000_A334004-101-xxx_NA_3326.73_PRED_VAR5_ALK_NA","NA"
"M000727_A334006-101-xxx_NA_3343.88_TRUE_VAR5_ALK_Triacontanoic acid methyl ester (FAME MIX)","Triacontanoic acid methyl ester"
"M001160_A334007-101-xxx_NA_3345.36_TRUE_VAR5_ALK_Tetrahydroalstonine (1TMS)","Tetrahydroalstonine"
"M001160_A334008-101-xxx_NA_3340.87_TRUE_VAR5_ALK_Tetrahydroalstonine","Tetrahydroalstonine"
"M001161_A334009-101-xxx_NA_3343.1_TRUE_VAR5_ALK_Fluorescein (2TMS)","Fluorescein"
"M000000_A335001-101-xxx_NA_3360.65_PRED_VAR5_ALK_NA","NA"
"M000000_A335002-101-xxx_NA_3367.26_PRED_VAR5_ALK_NA","NA"
"M000000_A335003-101-xxx_NA_3337.19_PRED_VAR5_ALK_NA","NA"
"M000314_A335004-101-xxx_NA_3323.24_TRUE_VAR5_ALK_Purine. 6-benzylamino-. 9-beta-D-glucopyranosyl- (5TMS)","Purine. 6-benzylamino-. 9-beta-D-glucopyranosyl-"
"M000000_A335005-101-xxx_NA_3349.54_PRED_VAR5_ALK_Melezitose_3_xTMS","Melezitose_3_xTMS"
"M000308_A336003-101-xxx_NA_3385.59_TRUE_VAR5_ALK_Fucosterol (1TMS)","Fucosterol"
"M000160_A337001-101-xxx_NA_3365.84_PRED_VAR5_ALK_Stigmastan-3-ol. (3-beta)- (1TMS)","Stigmastan-3-ol. (3-beta)-"
"M000049_A337002-101-xxx_NA_3350.64_TRUE_VAR5_ALK_Raffinose (11TMS)","Raffinose"
"M000000_A337003-101-xxx_NA_3359.3_PRED_VAR5_ALK_NA","NA"
"M000000_A337005-101-xxx_NA_3358.28_PRED_VAR5_ALK_NA","NA"
"M001190_A337006-101-xxx_NA_3375.77_TRUE_VAR5_ALK_Fluorescein. 5(6)-carboxy- (4TMS)","Fluorescein. 5(6)-carboxy-"
"M000800_A338001-101-xxx_NA_3390.89_TRUE_VAR5_ALK_Lanosterol (1TMS)","Lanosterol"
"M000183_A338002-101-xxx_NA_3385.83_TRUE_VAR5_ALK_Sitosterol. beta- (1TMS)","Sitosterol. beta-"
"M000000_A338003-101-xxx_NA_3372.53_PRED_VAR5_ALK_NA","NA"
"M000000_A338004-101-xxx_NA_3374.93_PRED_VAR5_ALK_NA","NA"
"M000000_A338005-101-xxx_NA_3367.77_PRED_VAR5_ALK_NA","NA"
"M000000_A338006-101-xxx_NA_3371.68_PRED_VAR5_ALK_NA","NA"
"M000000_A338007-101-xxx_NA_3378.79_PRED_VAR5_ALK_NA","NA"
"M000196_A338008-101-xxx_NA_3391.51_TRUE_VAR5_ALK_Phylloquinone","Phylloquinone"
"M000821_A338010-101-xxx_NA_3408.82_PRED_VAR5_ALK_Obtusifoliol (1TMS)","Obtusifoliol"
"M001189_A338011-101-xxx_NA_3383.66_TRUE_VAR5_ALK_Sphingosine. O-1-beta-galactosyl- (7TMS)","Sphingosine. O-1-beta-galactosyl-"
"M000000_A339001-101-xxx_NA_3378.91_PRED_VAR5_ALK_NA","NA"
"M000000_A339002-101-xxx_NA_3382.26_PRED_VAR5_ALK_NA","NA"
"M000000_A339003-101-xxx_NA_3381.99_PRED_VAR5_ALK_NA","NA"
"M000196_A339005-101-xxx_NA_3394.6_TRUE_VAR5_ALK_Phylloquinone (1TMS)","Phylloquinone"
"M000006_A340001-101-xxx_NA_3398.4_TRUE_VAR5_ALK_Quinic acid. 1-caffeoyl-. trans- (6TMS)","Quinic acid. 1-caffeoyl-. trans-"
"M000000_A340002-101-xxx_NA_3394.07_PRED_VAR5_ALK_NA","NA"
"M000814_A340003-101-xxx_NA_3361.26_TRUE_VAR5_ALK_Kestose. 1- (11TMS)","Kestose. 1-"
"M000000_A340004-101-xxx_NA_3387.32_PRED_VAR5_ALK_NA","NA"
"M000426_A340005-101-xxx_NA_3405.25_TRUE_VAR5_ALK_Tetratriacontane","Tetratriacontane"
"M000000_A340007-101-xxx_NA_3400.35_PRED_VAR5_ALK_NA","NA"
"M000000_A340008-101-xxx_NA_3394.76_PRED_VAR5_ALK_NA","NA"
"M001162_A340009-101-xxx_NA_3400.96_TRUE_VAR5_ALK_Rosmarinic acid (5TMS)","Rosmarinic acid"
"M000815_A341001-101-xxx_NA_3381.36_PRED_VAR5_ALK_Kestose. 6- (11TMS)","Kestose. 6-"
"M000000_A341002-101-xxx_NA_3401.2_PRED_VAR5_ALK_NA","NA"
"M000000_A341003-101-xxx_NA_3400.06_PRED_VAR5_ALK_NA","NA"
"M000000_A341004-101-xxx_NA_3409_PRED_VAR5_ALK_NA","NA"
"M000000_A341005-101-xxx_NA_3407.96_PRED_VAR5_ALK_NA","NA"
"M000000_A341006-101-xxx_NA_3405.1_PRED_VAR5_ALK_Unknown#sst-cgl-129","Unknown#sst-cgl-129"
"M000000_A342001-101-xxx_NA_3410.61_PRED_VAR5_ALK_NA","NA"
"M000000_A342002-101-xxx_NA_3414.6_PRED_VAR5_ALK_NA","NA"
"M000496_A342003-101-xxx_NA_3432.5_TRUE_VAR5_ALK_Triacontanoic acid (1TMS)","Triacontanoic acid"
"M000000_A342004-101-xxx_NA_3411.45_PRED_VAR5_ALK_NA","NA"
"M000753_A342005-101-xxx_NA_3412.63_PRED_VAR5_ALK_Hentriacontanoic acid methyl ester","Hentriacontanoic acid methyl ester"
"M001189_A342006-101-xxx_NA_3429.73_TRUE_VAR5_ALK_Sphingosine. O-1-beta-galactosyl- (6TMS)","Sphingosine. O-1-beta-galactosyl-"
"M000000_A342008-101-xxx_NA_3418.31_PRED_VAR5_ALK_18|1_14|0_Mycolic_acid_1MeO","18|1_14|0_Mycolic_acid"
"M000000_A343001-101-xxx_NA_3424.59_PRED_VAR5_ALK_NA","NA"
"M000000_A343002-101-xxx_NA_3424.9_PRED_VAR5_ALK_NA","NA"
"M000000_A343003-101-xxx_NA_3422.66_PRED_VAR5_ALK_NA","NA"
"M000000_A343004-101-xxx_NA_3434.84_TRUE_VAR5_ALK_NA343004","NA343004"
"M000000_A344001-101-xxx_NA_3438.19_PRED_VAR5_ALK_NA","NA"
"M000000_A344003-101-xxx_NA_3431.64_PRED_VAR5_ALK_NA","NA"
"M000196_A344004-101-xxx_NA_3448.1_TRUE_VAR5_ALK_Phyllodihydroquinone (2TMS)","Phyllodihydroquinone"
"M000000_A344006-101-xxx_NA_3440.97_PRED_VAR5_ALK_18|0_14|0_Mycolic_acid_1MeO","18|0_14|0_Mycolic_acid"
"M000822_A345001-101-xxx_NA_3447.38_PRED_VAR5_ALK_Cycloartenol (1TMS)","Cycloartenol"
"M000000_A345002-101-xxx_NA_3446.24_PRED_VAR5_ALK_NA","NA"
"M000823_A345003-101-xxx_NA_3496.48_PRED_VAR5_ALK_Cycloeucalenol (1TMS)","Cycloeucalenol"
"M999999_A346001-101-xxx_NA_3433.19_TRUE_VAR5_ALK_Melezitose (11TMS)","Melezitose"
"M000000_A346003-101-xxx_NA_3464.79_TRUE_VAR5_ALK_NA346003","NA346003"
"M000000_A346004-101-xxx_NA_3458.1_PRED_VAR5_ALK_Unknown#sst-cgl-130","Unknown#sst-cgl-130"
"M000000_A347001-101-xxx_NA_3464.35_PRED_VAR5_ALK_NA","NA"
"M000314_A347002-101-xxx_NA_3463.62_TRUE_VAR5_ALK_Purine. 6-benzylamino-. 9-beta-D-glucopyranosyl- (4TMS)","Purine. 6-benzylamino-. 9-beta-D-glucopyranosyl-"
"M000000_A348001-101-xxx_NA_3472.03_PRED_VAR5_ALK_NA","NA"
"M000000_A348002-101-xxx_NA_3475.31_PRED_VAR5_ALK_NA","NA"
"M000000_A348003-101-xxx_NA_3477.88_PRED_VAR5_ALK_NA","NA"
"M000196_A348004-101-xxx_NA_3487.33_TRUE_VAR5_ALK_Phyllodihydroquinone (2TMS)","Phyllodihydroquinone"
"M001163_A348005-101-xxx_NA_3482.02_TRUE_VAR5_ALK_Lysine. N6-biotinyl- (5TMS)","Lysine. N6-biotinyl-"
"M000000_A349001-101-xxx_NA_3483_PRED_VAR5_ALK_NA","NA"
"M000000_A349002-101-xxx_NA_3488.05_PRED_VAR5_ALK_Unknown#sst-cgl-131","Unknown#sst-cgl-131"
"M000000_A350001-101-xxx_NA_3490.21_PRED_VAR5_ALK_NA","NA"
"M000000_A350002-101-xxx_NA_3495.76_PRED_VAR5_ALK_NA","NA"
"M000569_A350003-101-xxx_NA_3496.25_PRED_VAR5_ALK_Pentatriacontane. n-","Pentatriacontane. n-"
"M000000_A350004-101-xxx_NA_3492.04_PRED_VAR5_ALK_NA","NA"
"M000196_A350005-101-xxx_NA_3500.58_TRUE_VAR5_ALK_Phylloquinone (2TMS)","Phylloquinone"
"M000000_A351001-101-xxx_NA_3511.29_PRED_VAR5_ALK_NA","NA"
"M000000_A351002-101-xxx_NA_3508.87_PRED_VAR5_ALK_NA","NA"
"M000000_A352001-101-xxx_NA_3514.12_PRED_VAR5_ALK_NA","NA"
"M000000_A352002-101-xxx_NA_3516.3_PRED_VAR5_ALK_NA","NA"
"M000497_A352004-101-xxx_NA_3517.91_PRED_VAR5_ALK_Hentriacontanoic acid. n- (1TMS)","Hentriacontanoic acid. n-"
"M000000_A352005-101-xxx_NA_3512.7_PRED_VAR5_ALK_NA","NA"
"M000000_A352007-101-xxx_NA_3519.14_PRED_VAR5_ALK_Unknown#sst-cgl-133","Unknown#sst-cgl-133"
"M000000_A353001-101-xxx_NA_3524.38_PRED_VAR5_ALK_NA","NA"
"M000000_A353002-101-xxx_NA_3521.9_PRED_VAR5_ALK_NA","NA"
"M000000_A353003-101-xxx_NA_3522.22_PRED_VAR5_ALK_NA","NA"
"M000798_A353004-101-xxx_NA_3649.07_PRED_VAR5_ALK_Cellotriose (1MEOX) (11TMS)","Cellotriose"
"M000000_A354001-101-xxx_NA_3530.73_PRED_VAR5_ALK_NA","NA"
"M000000_A354003-101-xxx_NA_3535.28_PRED_VAR5_ALK_NA","NA"
"M000000_A355001-101-xxx_NA_3550.16_PRED_VAR5_ALK_NA","NA"
"M000000_A355002-101-xxx_NA_3541.34_PRED_VAR5_ALK_NA","NA"
"M000269_A355003-101-xxx_NA_3507.56_TRUE_VAR5_ALK_Maltotriose (1MEOX) (11TMS) MP","Maltotriose"
"M000791_A355004-101-xxx_NA_3615.17_TRUE_VAR5_ALK_Maltotriitol (12TMS)","Maltotriitol"
"M001190_A355005-101-xxx_NA_3553.63_TRUE_VAR5_ALK_Fluorescein. 5(6)-carboxy- (3TMS)","Fluorescein. 5(6)-carboxy-"
"M000000_A356001-101-xxx_NA_3561.06_PRED_VAR5_ALK_NA","NA"
"M000612_A356002-101-xxx_NA_3236.98_TRUE_VAR5_ALK_Zeatin. 9-beta-ribofuranosyl-. trans- (4TMS)","Zeatin. 9-beta-ribofuranosyl-. trans-"
"M000612_A356003-101-xxx_NA_0_FALSE_VAR5_ALK_Zeatin. 9-beta-ribofuranosyl-. trans- (5TMS) RI not applicable","Zeatin. 9-beta-ribofuranosyl-. trans-  RI not applicable"
"M000000_A356005-101-xxx_NA_3562.3_PRED_VAR5_ALK_Maltotriose_1_xTMS","Maltotriose_1_xTMS"
"M000000_A357001-101-xxx_NA_3560.79_PRED_VAR5_ALK_NA","NA"
"M000196_A357002-101-xxx_NA_3581.88_PRED_VAR5_ALK_Phylloquinone (2TMS)","Phylloquinone"
"M000269_A358001-101-xxx_NA_3543.33_TRUE_VAR5_ALK_Maltotriose (1MEOX) (11TMS) BP","Maltotriose"
"M000250_A358002-101-xxx_NA_3620.46_PRED_VAR5_ALK_Oleanolic acid (2TMS)","Oleanolic acid"
"M000196_A358003-101-xxx_NA_3590.64_PRED_VAR5_ALK_Phyllohydroquinone (2TMS)","Phyllohydroquinone"
"M000000_A358004-101-xxx_NA_3588.67_PRED_VAR5_ALK_Maltotriose_2_xTMS","Maltotriose_2_xTMS"
"M000000_A359001-101-xxx_NA_3590.36_PRED_VAR5_ALK_NA","NA"
"M000000_A359002-101-xxx_NA_3582.97_PRED_VAR5_ALK_NA","NA"
"M000570_A360001-101-xxx_NA_3599.99_TRUE_VAR5_ALK_Hexatriacontane. n-","Hexatriacontane. n-"
"M000000_A361001-101-xxx_NA_3601.39_PRED_VAR5_ALK_NA","NA"
"M000251_A363001-101-xxx_NA_3649.15_PRED_VAR5_ALK_Ursolic acid (2TMS)","Ursolic acid"
"M000000_A363002-101-xxx_NA_3628.13_PRED_VAR5_ALK_NA","NA"
"M000000_A363003-101-xxx_NA_3635.18_PRED_VAR5_ALK_18|0_16|1_Mycolic_acid_1MeO","18|0_16|1_Mycolic_acid"
"M000000_A365001-101-xxx_NA_3651.78_PRED_VAR5_ALK_NA","NA"
"M000000_A365002-101-xxx_NA_3644.22_PRED_VAR5_ALK_NA","NA"
"M000000_A365003-101-xxx_NA_3663.06_PRED_VAR5_ALK_20|0_14|0_Mycolic_acid_1MeO","20|0_14|0_Mycolic_acid"
"M000000_A366001-101-xxx_NA_3661.92_PRED_VAR5_ALK_NA","NA"
"M000000_A366002-101-xxx_NA_3659.3_PRED_VAR5_ALK_NA","NA"
"M000000_A367001-101-xxx_NA_3673.25_PRED_VAR5_ALK_NA","NA"
"M000000_A367002-101-xxx_NA_3675.01_TRUE_VAR5_ALK_NA367002","NA367002"
"M000000_A368001-101-xxx_NA_3692.41_PRED_VAR5_ALK_NA","NA"
"M000000_A368002-101-xxx_NA_3690.28_PRED_VAR5_ALK_NA","NA"
"M000255_A368003-101-xxx_NA_3731.79_TRUE_VAR5_ALK_Oleanolic acid. 3-acetoxy- (3-beta-)- (1TMS)","Oleanolic acid. 3-acetoxy- (3-beta-)-"
"M000000_A370001-101-xxx_NA_3705.12_PRED_VAR5_ALK_NA","NA"
"M000000_A370002-101-xxx_NA_3707.4_PRED_VAR5_ALK_NA","NA"
"M000000_A370003-101-xxx_NA_3701.97_PRED_VAR5_ALK_NA","NA"
"M000000_A370004-101-xxx_NA_3705.12_PRED_VAR5_ALK_NA","NA"
"M000000_A371001-101-xxx_NA_3717.2_PRED_VAR5_ALK_NA","NA"
"M000000_A372001-101-xxx_NA_3730.08_PRED_VAR5_ALK_NA","NA"
"M000000_A372002-101-xxx_NA_3726.13_PRED_VAR5_ALK_NA","NA"
"M000000_A372003-101-xxx_NA_3725_PRED_VAR5_ALK_NA","NA"
"M000000_A373001-101-xxx_NA_3737.74_PRED_VAR5_ALK_NA","NA"
"M000000_A373002-101-xxx_NA_3726.27_PRED_VAR5_ALK_NA","NA"
"M000000_A374001-101-xxx_NA_3740.36_PRED_VAR5_ALK_NA","NA"
"M000000_A375001-101-xxx_NA_3751.71_PRED_VAR5_ALK_NA","NA"
"M000000_A376001-101-xxx_NA_3758.27_PRED_VAR5_ALK_NA","NA"
"M000000_A379001-101-xxx_NA_3822.85_PRED_VAR5_ALK_RL3_2","RL3_2"
"M000000_A380001-101-xxx_NA_3806.66_PRED_VAR5_ALK_NA","NA"
"M000000_A381001-101-xxx_NA_3826.2_PRED_VAR5_ALK_NA","NA"
"M000000_A381002-101-xxx_NA_3821.15_PRED_VAR5_ALK_NA","NA"
"M000000_A381003-101-xxx_NA_3823.84_PRED_VAR5_ALK_NA","NA"
"M000000_A386001-101-xxx_NA_3899.97_PRED_VAR5_ALK_20|1_16|1_Mycolic_acid_1MeO","20|1_16|1_Mycolic_acid"
"M000000_A389001-101-xxx_NA_3907.42_PRED_VAR5_ALK_NA","NA"
"M000000_A389002-101-xxx_NA_3938.35_PRED_VAR5_ALK_20|0_16|1_Mycolic_acid_1MeO","20|0_16|1_Mycolic_acid"
"M000000_A390001-101-xxx_NA_3916.59_PRED_VAR5_ALK_NA","NA"
"M000000_A391001-101-xxx_NA_3947.39_PRED_VAR5_ALK_NA","NA"
"M000000_A391002-101-xxx_NA_3937.76_PRED_VAR5_ALK_NA","NA"
"M000000_A405001-101-xxx_NA_4086.65_PRED_VAR5_ALK_NA","NA"
"M000000_A406001-101-xxx_NA_4088.69_PRED_VAR5_ALK_NA","NA"
"M000000_A410001-101-xxx_NA_4145_PRED_VAR5_ALK_NA","NA"
"M000000_A412001-101-xxx_NA_4164.27_PRED_VAR5_ALK_NA","NA"
"M000000_A416001-101-xxx_NA_4205.15_PRED_VAR5_ALK_NA","NA"
"M000000_A419001-101-xxx_NA_4239.16_PRED_VAR5_ALK_NA","NA"
"M000000_A426001-101-xxx_NA_4262.04_TRUE_VAR5_ALK_NA426001","NA426001"
"GCTMS_N12C_STD_051203_407.323_1644.8_[1,3-Diaminopropane dihydrochloride_4TMS]","1,3-Diaminopropane dihydrochloride"
"GCTMS_N12C_STD_051203_297.3_1243.3_[1,3-Dihydroxyacetone dimer_2TMS]","1,3-Dihydroxyacetone dimer"
"GCTMS_N12C_STD_051203_443.194_1803.9_[Citric acid_4TMS]","Citric acid"
"GCTMS_N12C_STD_051203_500.548_2090_[4-Hydroxy-3-methoxycinnamic acid_2TMS]","4-Hydroxy-3-methoxycinnamic acid"
"GCTMS_N12C_STD_051203_439.761_1788.2_[(-)Shikimic acid_4TMS]","(-)Shikimic acid"
"GCTMS_N12C_STD_051203_435.636_1769.5_[(R)-(-)-Phenylephrine_2TMS]","(R)-(-)-Phenylephrine"
"GCTMS_N12C_STD_051203_284.101_1202.8_[(1-Aminocyclopropane-1-carboxylic acid_nTMS]","(1-Aminocyclopropane-1-carboxylic acid_nTMS"
"GCTMS_N12C_STD_051203_405.145_1635.5_[4-Hydroxyphenylacetic acid_2TMS]","4-Hydroxyphenylacetic acid"
"GCTMS_N12C_STD_051203_383.15_1545.2_[5-Methylcytosine_nTMS]","5-Methylcytosine_nTMS"
"GCTMS_N12C_STD_051203_450.124_1836.9_[Cadaverine_4TMS]","Cadaverine"
"GCTMS_N12C_STD_051203_457.516_1872.2_[Caffeine]","Caffeine"
"GCTMS_N12C_STD_051203_427.882_1734.5_[cis-Aconitic acid_3TMS]","cis-Aconitic acid"
"GCTMS_N12C_STD_051203_304.263_1264.7_[Glycerol_3TMS]","Glycerol"
"GCTMS_N12C_STD_051203_316.441_1302.3_[Glycine_3TMS]","Glycine"
"GCTMS_N12C_STD_051203_535.313_2283.7_[L-Cysteine_4TMS]","L-Cysteine"
"GCTMS_N12C_STD_051203_499.327_2083.6_[myo-Inositol_6TMS]","myo-Inositol"
"GCTMS_N12C_STD_051203_469.132_1928.9_[Calcium(+)-pantothenate_4TMS]","Calcium(+)-pantothenate"
"GCTMS_N12C_STD_051203_479.923_1982.8_[Calcium(+)-pantothenate_nTMS]","Calcium(+)-pantothenate_nTMS"
"GCTMS_N12C_STD_051203_467.251_1919.5_[D-Galactosamine_hydrochloride_5TMS]","D-Galactosamine_hydrochloride"
"GCTMS_N12C_STD_051203_468.505_1925.7_[D-Galactosamine_hydrochloride_5TMS]","D-Galactosamine_hydrochloride"
"GCTMS_N12C_STD_051203_469.594_1931.2_[D-Galactosamine_hydrochloride_5TMS]","D-Galactosamine_hydrochloride"
"GCTMS_N12C_STD_051203_255.572_1125.3_[Oxalic acid_2TMS]","Oxalic acid"
"GCTMS_N12C_STD_051203_228.892_1053.1_[2-Hydroxyisobutyric acid_2TMS]","2-Hydroxyisobutyric acid"
"GCTMS_N12C_STD_051203_470.287_1934.7_[Pyridoxamine_3TMS]","Pyridoxamine"
"GCTMS_N12C_STD_051203_615.618_2794.3_[S-Adenosyl-L-methionine_3TMS]","S-Adenosyl-L-methionine"
"GCTMS_N12C_STD_051203_519.952_2196_[Cystathionine_4TMS]","Cystathionine"
"GCTMS_N12C_STD_051203_396.365_1598.1_[Hypotaurine_nTMS]","Hypotaurine_nTMS"
"GCTMS_N12C_STD_051203_412.273_1665.9_[Taurine_nTMS]","Taurine_nTMS"
"GCTMS_N12C_STD_051203_562.786_2448.9_[Uridine_3TMS]","Uridine"
"GCTMS_N12C_STD_051207_459.397_1881.6_[D-(+)-Glucose_5TMS]","D-(+)-Glucose"
"GCTMS_N12C_STD_051207_463.786_1902.6_[D-(+)-Glucose_5TMS]","D-(+)-Glucose"
"GCTMS_N12C_STD_051207_465.881_1913.1_[L-Histidine_3TMS]","L-Histidine"
"GCTMS_N12C_STD_051207_304.329_1265_[L-Leucine_2TMS]","L-Leucine"
"GCTMS_N12C_STD_051207_375.28_1513.9_[L-Methionine_2TMS]","L-Methionine"
"GCTMS_N12C_STD_051207_402.604_1625.1_[L-Phenylalanine_2TMS]","L-Phenylalanine"
"GCTMS_N12C_STD_051207_523.416_2216.3_[L-Tryptophane_3TMS]","L-Tryptophane"
"GCTMS_N12C_STD_051207_469.708_1932.3_[L-Tyrosine_3TMS]","L-Tyrosine"
"GCTMS_N12C_STD_051207_588.625_2614.8_[Sucrose_8TMS]","Sucrose"
"GCTMS_N12C_STD_051207_407.521_1646.1_[D-(-)-Arabinose_4TMS]","D-(-)-Arabinose"
"GCTMS_N12C_STD_051207_453.919_1855.5_[D(-)Fructose_5TMS]","D(-)Fructose"
"GCTMS_N12C_STD_051207_455.767_1864.3_[D(-)Fructose_5TMS]","D(-)Fructose"
"GCTMS_N12C_STD_051207_410.59_1659.2_[D(-)Ribose_4TMS]","D(-)Ribose"
"GCTMS_N12C_STD_051207_457.96_1874.8_[D(+)Galactose_5TMS]","D(+)Galactose"
"GCTMS_N12C_STD_051207_462.943_1898.5_[D(+)Galactose_5TMS]","D(+)Galactose"
"GCTMS_N12C_STD_051207_456.79_1869.2_[D(+)-Mannose_5TMS]","D(+)-Mannose"
"GCTMS_N12C_STD_051207_460.717_1887.9_[D(+)-Mannose_5TMS]","D(+)-Mannose"
"GCTMS_N12C_STD_051207_605.422_2727.1_[D(+)Trehalose_8TMS]","D(+)Trehalose"
"GCTMS_N12C_STD_051207_535.264_2284.1_[D-Fructose 6-phosphate_6TMS]","D-Fructose 6-phosphate"
"GCTMS_N12C_STD_051207_538.069_2300.2_[D-Glucose-6-phosphate_6TMS]","D-Glucose-6-phosphate"
"GCTMS_N12C_STD_051207_541.831_2322.7_[D-Glucose-6-phosphate_6TMS]","D-Glucose-6-phosphate"
"GCTMS_N12C_STD_051207_499.558_2085.6_[D-Ribose 5-phosphate_5TMS]","D-Ribose 5-phosphate"
"GCTMS_N12C_STD_051207_500.746_2091.9_[D-Ribose 5-phosphate_5TMS]","D-Ribose 5-phosphate"
"GCTMS_N12C_STD_051207_410.788_1660_[D-Xylulose_4TMS]","D-Xylulose"
"GCTMS_N12C_STD_051207_364.966_1474.5_[L-(-)-Malic acid_3TMS]","L-(-)-Malic acid"
"GCTMS_N12C_STD_051207_244.996_1096.1_[L-Alanine_2TMS]","L-Alanine"
"GCTMS_N12C_STD_051207_535.362_2284.7_[L-Cystine_4TMS]","L-Cystine"
"GCTMS_N12C_STD_051207_398.56_1607.8_[L-Glutamic acid_3TMS]","L-Glutamic acid"
"GCTMS_N12C_STD_051207_434.102_1517.9_[L-Glutamine_3TMS]","L-Glutamine"
"GCTMS_N12C_STD_051207_451.939_1846.1_[L-Histidinol_3TMS]","L-Histidinol"
"GCTMS_N12C_STD_051207_311.392_1286.7_[L-Isoleucine_2TMS]","L-Isoleucine"
"GCTMS_N12C_STD_051207_465.997_1913.7_[L-Lysine (Monohydrochloride?)_4TMS]","L-Lysine (Monohydrochloride?)"
"GCTMS_N12C_STD_051207_447.598_1825.4_[L-Methionine sulfone_2TMS]","L-Methionine sulfone"
"GCTMS_N12C_STD_051207_319.278_1312.2_[L-Norleucine_2TMS]","L-Norleucine"
"GCTMS_N12C_STD_051207_294.001_1233.3_[L-Norvaline_4TMS]","L-Norvaline"
"GCTMS_N12C_STD_051207_444.118_1808.8_[L-Ornithine _2TMS]","L-Ornithine"
"GCTMS_N12C_STD_051207_313.801_1294.1_[L-Proline_2TMS]","L-Proline"
"GCTMS_N12C_STD_051207_376.732_1519.7_[L-Pyroglutamic acid_2TMS]","L-Pyroglutamic acid"
"GCTMS_N12C_STD_051207_337.759_1375.4_[L-Threonine_3TMS]","L-Threonine"
"GCTMS_N12C_STD_051207_285.883_1208.3_[L-Valine_2TMS]","L-Valine"
"GCTMS_N12C_STD_051207_786.789_3532.2_[Maltotriose_11TMS]","Maltotriose_11TMS"
"GCTMS_N12C_STD_051207_800.484_3573.2_[Maltotriose_11TMS]","Maltotriose_11TMS"
"GCTMS_N12C_STD_051207_622.582_2839.4_[Melibiose_8TMS]","Melibiose"
"GCTMS_N12C_STD_051207_627.862_2872.7_[Melibiose_8TMS]","Melibiose"
"GCTMS_N12C_STD_051207_375.922_1516.5_[trans-4-Hydroxy-L-proline_3TMS]","trans-4-Hydroxy-L-proline"
"GCTMS_N12C_STD_051207_596.822_2669.6_[alpha-Lactose_8TMS]","alpha-Lactose"
"GCTMS_N12C_STD_051207_599.528_2687.7_[alpha-Lactose_8TMS]","alpha-Lactose"
"GCTMS_N12C_STD_051207_350.859_1422_[beta-Alanine_3TMS]","beta-Alanine"
"GCTMS_N12C_STD_051207_459.562_1882.4_[beta-D(+)Glucose_5TMS]","beta-D(+)Glucose"
"GCTMS_N12C_STD_051207_463.951_1903.5_[beta-D(+)Glucose_5TMS]","beta-D(+)Glucose"
"GCTMS_N12C_STD_051214_333.172_1365.8_[1-Amino-1-cyclopentanecarboxylic acid_2TMS]","1-Amino-1-cyclopentanecarboxylic acid"
"GCTMS_N12C_STD_051214_422.998_1721.2_[2,3-Pyridinedicarboxylic acid_2TMS]","2,3-Pyridinedicarboxylic acid"
"GCTMS_N12C_STD_051214_432.898_1766_[4-Hydroxyphenylpyruvic acid_3TMS]","4-Hydroxyphenylpyruvic acid"
"GCTMS_N12C_STD_051214_458.983_1888.4_[L-Iditol_nTMS]","L-Iditol_nTMS"
"GCTMS_N12C_STD_051214_461.491_1900.4_[L-Iditol_nTMS]","L-Iditol_nTMS"
"GCTMS_N12C_STD_051214_466.408_1925_[L-Iditol_6TMS]","L-Iditol"
"GCTMS_N12C_STD_051214_271.114_1172.4_[(+-)-3-Methyl-2-oxovaleric acid sodium_3TMS]","3-Methyl-2-oxovaleric acid sodium"
"GCTMS_N12C_STD_051214_278.044_1191.1_[(+-)-3-Methyl-2-oxovaleric acid sodium_3TMS]","3-Methyl-2-oxovaleric acid sodium"
"GCTMS_N12C_STD_051214_676.867_3152.8_[(+-)-alpha-Tocopherol_1TMS]","alpha-Tocopherol"
"GCTMS_N12C_STD_051214_496.635_2079.7_[1,10-Phenanthroline]","1,10-Phenanthroline"
"GCTMS_N12C_STD_051214_550.013_2382.3_[16-Hydroxyhexadecanoic acid_2TMS]","16-Hydroxyhexadecanoic acid"
