"","Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"2598","4-Hydroxy-3-methoxycinnamic acid","trans-Ferulic acid","HMDB0000954","445858","17620","C01494","4156","COC1=C(C=CC(=C1)/C=C/C(=O)O)O","1"
"2599","(-)Shikimic acid","NA","NA","NA","NA","NA","NA","NA","0"
"2600","(R)-(-)-Phenylephrine","NA","NA","NA","NA","NA","NA","NA","0"
"2601","(1-Aminocyclopropane-1-carboxylic acid_nTMS","NA","NA","NA","NA","NA","NA","NA","0"
"2602","4-Hydroxyphenylacetic acid","p-Hydroxyphenylacetic acid","HMDB0000020","127","18101","C00642","130","C1=CC(=CC=C1CC(=O)O)O","1"
"2603","5-Methylcytosine_nTMS","NA","NA","NA","NA","NA","NA","NA","0"
"2604","Cadaverine","Cadaverine","HMDB0002322","273","18127","C01672","3236","C(CCN)CCN","1"
"2605","Caffeine","Caffeine","HMDB0001847","2519","27732","C07481","1455","CN1C=NC2=C1C(=O)N(C(=O)N2C)C","1"
"2606","cis-Aconitic acid","cis-Aconitic acid","HMDB0000072","643757","32805","C00417","5130","C(/C(=C/C(=O)O)/C(=O)O)C(=O)O","1"
"2607","Glycerol","Glycerol","HMDB0000131","753","17522","C00116","105","C(C(CO)O)O","1"
"2608","Glycine","Glycine","HMDB0000123","750","15428","C00037","20","C(C(=O)O)N","1"
"2609","L-Cysteine","L-Cysteine","HMDB0000574","5862","17561","C00097","5556","C([C@@H](C(=O)O)N)S","1"
"2610","myo-Inositol","myo-Inositol","HMDB0000211",NA,"17268","C00137","5221","O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O","1"
"2611","Calcium(+)-pantothenate","NA","NA","NA","NA","NA","NA","NA","0"
"2612","Calcium(+)-pantothenate_nTMS","NA","NA","NA","NA","NA","NA","NA","0"
"2613","D-Galactosamine_hydrochloride","NA","NA","NA","NA","NA","NA","NA","0"
"2614","D-Galactosamine_hydrochloride","NA","NA","NA","NA","NA","NA","NA","0"
"2615","D-Galactosamine_hydrochloride","NA","NA","NA","NA","NA","NA","NA","0"
"2616","Oxalic acid","Oxalic acid","HMDB0002329","971","16995","C00209","113","C(=O)(C(=O)O)O","1"
"2617","2-Hydroxyisobutyric acid","Alpha-Hydroxyisobutyric acid","HMDB0000729","11671","50129","","3750","CC(C)(C(=O)O)O","1"
"2618","Pyridoxamine","Pyridoxamine","HMDB0001431","1052","16410","C00534","238","CC1=NC=C(C(=C1O)CN)CO","1"
"2619","S-Adenosyl-L-methionine","S-Adenosylmethionine","HMDB0001185","16757548","15414","C00019","6064","C[S+](CC[C@H](C(=O)O)N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O","1"
"2620","Cystathionine","L-Cystathionine","HMDB0000099","439258","17482","C02291","39","C(CSC[C@@H](C(=O)O)N)[C@@H](C(=O)O)N","1"
"2621","Hypotaurine_nTMS","NA","NA","NA","NA","NA","NA","NA","0"
"2622","Taurine_nTMS","NA","NA","NA","NA","NA","NA","NA","0"
"2623","Uridine","Uridine","HMDB0000296","6029","16704","C00299","90","C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O","1"
"2624","D-(+)-Glucose","NA","NA","NA","NA","NA","NA","NA","0"
"2625","D-(+)-Glucose","NA","NA","NA","NA","NA","NA","NA","0"
"2626","L-Histidine","L-Histidine","HMDB0000177","6274","15971","C00135","21","C1=C(NC=N1)C[C@@H](C(=O)O)N","1"
"2627","L-Leucine","L-Leucine","HMDB0000687","6106","15603","C00123","24","CC(C)C[C@@H](C(=O)O)N","1"
"2628","L-Methionine","L-Methionine","HMDB0000696","6137","16643","C00073","5664","CSCC[C@@H](C(=O)O)N","1"
"2629","L-Phenylalanine","L-Phenylalanine","HMDB0000159","6140","17295","C00079","28","C1=CC=C(C=C1)C[C@@H](C(=O)O)N","1"
"2630","L-Tryptophane","L-Tryptophan","HMDB0000929","6305","16828","C00078","5879","C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N","1"
"2631","L-Tyrosine","L-Tyrosine","HMDB0000158","6057","17895","C00082","34","C1=CC(=CC=C1C[C@@H](C(=O)O)N)O","1"
"2632","Sucrose","Sucrose","HMDB0000258","5988","17992","C00089","137","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O","1"
"2633","D-(-)-Arabinose","NA","NA","NA","NA","NA","NA","NA","0"
"2634","D(-)Fructose","NA","NA","NA","NA","NA","NA","NA","0"
"2635","D(-)Fructose","NA","NA","NA","NA","NA","NA","NA","0"
"2636","D(-)Ribose","NA","NA","NA","NA","NA","NA","NA","0"
"2637","D(+)Galactose","NA","NA","NA","NA","NA","NA","NA","0"
"2638","D(+)Galactose","NA","NA","NA","NA","NA","NA","NA","0"
"2639","D(+)-Mannose","D-Mannose","HMDB0000169","18950","4208","C00159",NA,"C([C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)O","1"
"2640","D(+)-Mannose","D-Mannose","HMDB0000169","18950","4208","C00159",NA,"C([C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)O","1"
"2641","D(+)Trehalose","NA","NA","NA","NA","NA","NA","NA","0"
"2642","D-Fructose 6-phosphate","Fructose 6-phosphate","HMDB0000124","69507","15946","C00085","5159","C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)OP(=O)(O)O","1"
"2643","D-Glucose-6-phosphate","NA","NA","NA","NA","NA","NA","NA","0"
"2644","D-Glucose-6-phosphate","NA","NA","NA","NA","NA","NA","NA","0"
"2645","D-Ribose 5-phosphate","D-Ribose 5-phosphate","HMDB0001548","439167","52742","C00117","6315","C([C@@H]1[C@H]([C@H](C(O1)O)O)O)OP(=O)(O)O","1"
"2646","D-Ribose 5-phosphate","D-Ribose 5-phosphate","HMDB0001548","439167","52742","C00117","6315","C([C@@H]1[C@H]([C@H](C(O1)O)O)O)OP(=O)(O)O","1"
"2647","D-Xylulose","D-Xylulose","HMDB0001644","5289590","17140","C00310","6333","C([C@H]([C@@H](C(=O)CO)O)O)O","1"
"2648","L-(-)-Malic acid","L-Malic acid","HMDB0000156","222656","30797","C00149",NA,"C([C@@H](C(=O)O)O)C(=O)O","1"
"2649","L-Alanine","L-Alanine","HMDB0000161","5950","16977","C00041",NA,"C[C@@H](C(=O)O)N","1"
"2650","L-Cystine","L-Cystine","HMDB0000192","67678","16283","C00491","5207","C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N","1"
"2651","L-Glutamic acid","L-Glutamic acid","HMDB0000148","33032","16015","C00025","5174","C(CC(=O)O)[C@@H](C(=O)O)N","1"
"2652","L-Glutamine","L-Glutamine","HMDB0000641","5961","18050","C00064","5614","C(CC(=O)N)[C@@H](C(=O)O)N","1"
"2653","L-Histidinol","L-Histidinol","HMDB0003431","165271","16255","C00860","3267","C1=C(NC=N1)C[C@@H](CO)N","1"
"2654","L-Isoleucine","L-Isoleucine","HMDB0000172","6306","17191","C00407","5193","CC[C@H](C)[C@@H](C(=O)O)N","1"
"2655","L-Lysine (Monohydrochloride?)","NA","NA","NA","NA","NA","NA","NA","0"
"2656","L-Methionine sulfone","NA","NA","NA","NA","NA","NA","NA","0"
"2657","L-Norleucine","L-Norleucine","HMDB0001645","21236","18347","C01933","6334","CCCC[C@@H](C(=O)O)N","1"
"2658","L-Norvaline","NA","NA","NA","NA","NA","NA","NA","0"
"2659","L-Ornithine","Ornithine","HMDB0000214","6262","15729","C00077","27","C(C[C@@H](C(=O)O)N)CN","1"
"2660","L-Proline","L-Proline","HMDB0000162","145742","17203","C00148","29","C1C[C@H](NC1)C(=O)O","1"
"2661","L-Pyroglutamic acid","Pyroglutamic acid","HMDB0000267","7405","18183","C01879","3251","C1CC(=O)N[C@@H]1C(=O)O","1"
"2662","L-Threonine","L-Threonine","HMDB0000167","6288","16857","C00188","32","C[C@H]([C@@H](C(=O)O)N)O","1"
"2663","L-Valine","L-Valine","HMDB0000883","6287","16414","C00183","5842","CC(C)[C@@H](C(=O)O)N","1"
"2664","Maltotriose_11TMS","NA","NA","NA","NA","NA","NA","NA","0"
"2665","Maltotriose_11TMS","NA","NA","NA","NA","NA","NA","NA","0"
"2666","Melibiose","Melibiose","HMDB0000048","440658","28053","C05402","3478","C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O","1"
"2667","Melibiose","Melibiose","HMDB0000048","440658","28053","C05402","3478","C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O","1"
"2668","trans-4-Hydroxy-L-proline","4-Hydroxyproline","HMDB0000725","5810","18095","C01157","257","C1[C@H](CN[C@@H]1C(=O)O)O","1"
"2669","alpha-Lactose","Alpha-Lactose","HMDB0000186","84571","36219","C00243","267","C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O","1"
"2670","alpha-Lactose","Alpha-Lactose","HMDB0000186","84571","36219","C00243","267","C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O","1"
"2671","beta-Alanine","Beta-Alanine","HMDB0000056","239","16958","C00099","5119","C(CN)C(=O)O","1"
"2672","beta-D(+)Glucose","NA","NA","NA","NA","NA","NA","NA","0"
"2673","beta-D(+)Glucose","NA","NA","NA","NA","NA","NA","NA","0"
"2674","1-Amino-1-cyclopentanecarboxylic acid","NA","NA","NA","NA","NA","NA","NA","0"
"2675","2,3-Pyridinedicarboxylic acid","Quinolinic acid","HMDB0000232","1066","16675","C03722","330","C1=CC(=C(N=C1)C(=O)O)C(=O)O","1"
"2676","4-Hydroxyphenylpyruvic acid","4-Hydroxyphenylpyruvic acid","HMDB0000707","979","15999","C01179","5675","C1=CC(=CC=C1CC(=O)C(=O)O)O","1"
"2677","L-Iditol_nTMS","NA","NA","NA","NA","NA","NA","NA","0"
"2678","L-Iditol_nTMS","NA","NA","NA","NA","NA","NA","NA","0"
"2679","L-Iditol","L-Iditol","HMDB0011632","5460044","18202","C01507",NA,"C([C@@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O","1"
"2680","3-Methyl-2-oxovaleric acid sodium","NA","NA","NA","NA","NA","NA","NA","0"
"2681","3-Methyl-2-oxovaleric acid sodium","NA","NA","NA","NA","NA","NA","NA","0"
"2682","alpha-Tocopherol","Alpha-Tocopherol","HMDB0001893","14985","18145","C02477","6376","CC1=C(C(=C2CC[C@@](OC2=C1C)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)O","1"
"2683","1,10-Phenanthroline","NA","NA","NA","NA","NA","NA","NA","0"
"2684","16-Hydroxyhexadecanoic acid","16-Hydroxy hexadecanoic acid","HMDB0006294","7058075","55329","",NA,"C(CCCCCCCC(=O)[O-])CCCCCCCO","1"
"2685","4-Hydroxybenzyl alcohol","4-Hydroxybenzyl alcohol","HMDB0011724","125","437856","C17467",NA,"C1=CC(=CC=C1CO)O","1"
"2686","4-Methylumbelliferone","NA","NA","NA","NA","NA","NA","NA","0"
"2687","5-Hydoxytryptamine","NA","NA","NA","NA","NA","NA","NA","0"
"2688","5-Hydoxytryptamine","NA","NA","NA","NA","NA","NA","NA","0"
"2689","6-(gamma,gamma-Dimethylallylamino)purine","N6-(delta2-Isopentenyl)-adenine","METPA1684",NA,NA,"C04083",NA,NA,"1"
"2690","Adenine","Adenine","HMDB0000034","190","16708","C00147","85","C1=NC2=C(N1)C(=NC=N2)N","1"
"2691","Adenosine","Adenosine","HMDB0000050","60961","16335","C00212","86","C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O","1"
"2692","Anthranilic acid","2-Aminobenzoic acid","HMDB0001123","227","30754","C00108","6018","C1=CC=C(C(=C1)C(=O)O)N","1"
"2693","Uracil","Uracil","HMDB0000300","1174","17568","C00106","258","C1=CNC(=O)NC1=O","1"
"2694","1,4-Butanediamine","Putrescine","HMDB0001414","1045","17148","C00134","3226","C(CCN)CN","1"
"2695","3-(2-Aminoethyl)indole [Tryptamine]","NA","NA","NA","NA","NA","NA","NA","0"
"2696","3-(2-Aminoethyl)indole [Tryptamine]","NA","NA","NA","NA","NA","NA","NA","0"
"2697","7-Hydroxy-4-methylcoumarin","NA","NA","NA","NA","NA","NA","NA","0"
"2698","Chalcone","Chalcone","HMDB0003066","637760","48965","C01484","3342","C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2","1"
"2699","Chalcone","Chalcone","HMDB0003066","637760","48965","C01484","3342","C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2","1"
"2700","D(+)-Galacturonic acid","NA","NA","NA","NA","NA","NA","NA","0"
"2701","D(+)-Galacturonic acid","NA","NA","NA","NA","NA","NA","NA","0"
"2702","3-Indolylacetonitrile","3-Indoleacetonitrile","HMDB0006524","351795","17566","C02938",NA,"C1=CC=C2C(=C1)C(=CN2)CC#N","1"
"2703","Indole-3-carboxyaldehyde","1H-Indole-3-carboxaldehyde","HMDB0029737","10256","343043","C08493",NA,"C1=CC=C2C(=C1)C(=CN2)C=O","1"
"2704","Indole-3-carboxyaldehyde","1H-Indole-3-carboxaldehyde","HMDB0029737","10256","343043","C08493",NA,"C1=CC=C2C(=C1)C(=CN2)C=O","1"
"2705","Methylmalonic acid","Methylmalonic acid","HMDB0000202","487","30860","C02170","3712","CC(C(=O)O)C(=O)O","1"
"2706","Pentachlorophenol","NA","NA","NA","NA","NA","NA","NA","0"
"2707","Phytol","Phytol","HMDB0002019","5280435","17327","C01389","391","C[C@@H](CCC[C@@H](C)CCC/C(=C/CO)/C)CCCC(C)C","1"
"2708","O-Acetyl-L-Serine hyd","NA","NA","NA","NA","NA","NA","NA","0"
"2709","N-Acetyl-DL-Serine","NA","NA","NA","NA","NA","NA","NA","0"
"2710","CYS-Gly_nTMS","NA","NA","NA","NA","NA","NA","NA","0"
"2711","DL-Homocysteine","Homocysteine","HMDB0000742","778","17230","C00155","3256","C(CS)C(C(=O)O)N","1"
"2712","DL-Homocystine","DL-Homocystine","HMDB0000575","10010","17485","C01817","5557","C(CSSCCC(C(=O)O)N)C(C(=O)O)N","1"
"2713","S-Adenosylmethionine","S-Adenosylmethionine","HMDB0001185","16757548","15414","C00019","6064","C[S+](CC[C@H](C(=O)O)N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O","1"
"2714","Harmaline","Harmaline","HMDB0030310",NA,"28172","C06536",NA,"COC1=CC2=C(C=C1)C1=C(N2)C(C)=NCC1","1"
"2715","Histamine","Histamine","HMDB0000870","774","18295","C00388","68","C1=C(NC=N1)CCN","1"
"2716","(S)-1-Aminoethylphosphonic acid","NA","NA","NA","NA","NA","NA","NA","0"
"2717","1-Methylhistamine dihydrochloride","NA","NA","NA","NA","NA","NA","NA","0"
"2718","2-Aminoethylphosphonic acid","Ciliatine","HMDB0011747","339","15573","C03557",NA,"C(CP(=O)(O)O)N","1"
"2719","2'-Deoxyadenosine","Deoxyadenosine","HMDB0000101","13730","17256","C00559","3382","C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)CO)O","1"
"2720","2'-Deoxyadenosine 5'-monophosphate","Deoxyadenosine monophosphate","HMDB0000905","12599","17713","C00360","3461","C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CN=C3N)COP(=O)(O)O)O","1"
"2721","3,4-Dihydroxy-L-phenylalanine","L-Dopa","HMDB0000181","6047","15765","C00355","42","C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O","1"
"2722","3,5-Dimethoxy-4-hydroxycinnamic acid (Sinapic acid)","NA","NA","NA","NA","NA","NA","NA","0"
"2723","3,5-Dimethoxy-4-hydroxycinnamic acid (Sinapic acid)","NA","NA","NA","NA","NA","NA","NA","0"
"2724","3-Aminopropionitrile fumarate","NA","NA","NA","NA","NA","NA","NA","0"
"2725","3-Aminopropionitrile fumarate","NA","NA","NA","NA","NA","NA","NA","0"
"2726","Adenosine 3':5'-cyclicmonophosphate","NA","NA","NA","NA","NA","NA","NA","0"
"2727","Adonitol","Ribitol","HMDB0000508",NA,"15963","C00474","316","OC[C@H](O)[C@H](O)[C@H](O)CO","1"
"2728","Adonitol","Ribitol","HMDB0000508",NA,"15963","C00474","316","OC[C@H](O)[C@H](O)[C@H](O)CO","1"
"2729","Allantoin","Allantoin","HMDB0000462","204","15676","C01551","89","C1(C(=O)NC(=O)N1)NC(=O)N","1"
"2730","Allantoin","Allantoin","HMDB0000462","204","15676","C01551","89","C1(C(=O)NC(=O)N1)NC(=O)N","1"
"2731","Amantadine","Amantadine","HMDB0015051","2130","2618","C06818",NA,"C1C2CC3CC1CC(C2)(C3)N","1"
"2732","Caffeic acid","Caffeic acid","HMDB0001964","1549111","17395","C01481","3316","C1=CC(=C(C=C1/C=C\C(=O)O)O)O","1"
"2733","Caffeic acid","Caffeic acid","HMDB0001964","1549111","17395","C01481","3316","C1=CC(=C(C=C1/C=C\C(=O)O)O)O","1"
"2734","D-(-)-Penicillamine","NA","NA","NA","NA","NA","NA","NA","0"
"2735","D-(-)-Penicillamine_nTMS","NA","NA","NA","NA","NA","NA","NA","0"
"2736","D(+)-Glucosamine","NA","NA","NA","NA","NA","NA","NA","0"
"2737","D-(+)-Malic acid","D-Malic acid","HMDB0031518","92824","30796","C00497",NA,"C([C@H](C(=O)O)O)C(=O)O","1"
"2738","D,L-alpha,epsilon-Diaminopimelic acid","NA","NA","NA","NA","NA","NA","NA","0"
"2739","Diethanolamine","Diethanolamine","HMDB0004437","8113","28123","C06772","3239","C(CO)NCCO","1"
"2740","Dihydrouracil","Dihydrouracil","HMDB0000076","649","15901","C00429","285","C1CNC(=O)NC1=O","1"
"2741","DL-2,3-Diaminopropionic acid","NA","NA","NA","NA","NA","NA","NA","0"
"2742","DL-2,3-Diaminopropionic acid","NA","NA","NA","NA","NA","NA","NA","0"
"2743","DL-Isocitric acid","NA","NA","NA","NA","NA","NA","NA","0"
"2744","DL-threo-beta-Methylaspartic acid","NA","NA","NA","NA","NA","NA","NA","0"
"2745","DL-beta-Hydroxybutyric acid","3-Hydroxybutyric acid","HMDB0000357","441","20067","C01089","125","CC(CC(=O)O)O","1"
"2746","Eserine","Physostigmine","HMDB0015116","5983","27953","C06535",NA,"C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C","1"
"2747","Ethanolamine","Ethanolamine","HMDB0000149","700","16000","C00189","3207","C(CO)N","1"
"2748","Fumaric acid","Fumaric acid","HMDB0000134","444972","18012","C00122","3242","C(=C/C(=O)O)\C(=O)O","1"
"2749","Glutaric acid","Glutaric acid","HMDB0000661","743","17859","C00489","3254","C(CC(=O)O)CC(=O)O","1"
"2750","Glycolic acid","Glycolic acid","HMDB0000115","757","17497","C00160","3219","C(C(=O)O)O","1"
"2751","Glycylglycine","NA","NA","NA","NA","NA","NA","NA","0"
"2752","Glycylglycine","NA","NA","NA","NA","NA","NA","NA","0"
"2753","Guanosine","Guanosine","HMDB0000133","6802","16750","C00387","87","C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=NC2=O)N","1"
"2754","Guanosine","Guanosine","HMDB0000133","6802","16750","C00387","87","C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=NC2=O)N","1"
"2755","Hydroxylamine","Hydroxylamine","HMDB0003338","787","15429","C00192","6894","NO","1"
"2756","Hypoxanthine","Hypoxanthine","HMDB0000157","790","17368","C00262","83","C1=NC2=C(N1)C(=O)N=CN2","1"
"2757","Ibuprofen","Ibuprofen","HMDB0001925","3672","5855","C01588","572","CC(C)CC1=CC=C(C=C1)C(C)C(=O)O","1"
"2758","Indole-3-acetaldehyde","Indoleacetaldehyde","HMDB0001190","800","18086","C00637","6068","C1=CC=C2C(=C1)C(=CN2)CC=O","1"
"2759","Indole-3-acetaldehyde","Indoleacetaldehyde","HMDB0001190","800","18086","C00637","6068","C1=CC=C2C(=C1)C(=CN2)CC=O","1"
"2760","Inosine","Inosine","HMDB0000195","6021","17596","C00294","84","C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O","1"
"2761","Isoguvacine_nTMS","NA","NA","NA","NA","NA","NA","NA","0"
"2762","Isonicotinic acid","NA","NA","NA","NA","NA","NA","NA","0"
"2763","L-Asparagine","L-Asparagine","HMDB0000168","6267","17196","C00152","14","C([C@@H](C(=O)O)N)C(=O)N","1"
"2764","L-Aspartic acid","L-Aspartic acid","HMDB0000191","5960","17053","C00049","5206","C([C@@H](C(=O)O)N)C(=O)O","1"
"2765","L-Homocarnosine","Homocarnosine","HMDB0000745","10243361","491179","C00884","270","C1=C(NC=N1)C[C@@H](C(=O)O)NC(=O)CCCN","1"
"2766","L-Homocystine","L-Homocystine","HMDB0000676","69382","89698","C01817",NA,"C(CSSCCC(C(=O)O)N)[C@@H](C(=O)O)N","1"
"2767","L-Serine","L-Serine","HMDB0000187","5951","17115","C00065","5203","C([C@@H](C(=O)O)N)O","1"
"2768","Malonic acid","Malonic acid","HMDB0000691","867","30794","C00383","3237","C(C(=O)O)C(=O)O","1"
"2769","Minoxidil_nTMS","NA","NA","NA","NA","NA","NA","NA","0"
"2770","N-Acetyl-D-glucosamine","N-Acetyl-D-glucosamine","HMDB0000215","439174","506227","C00140","3356","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O","1"
"2771","N-Acetyl-D-glucosamine","N-Acetyl-D-glucosamine","HMDB0000215","439174","506227","C00140","3356","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O","1"
"2772","N-Acetyl-D-glucosamine","N-Acetyl-D-glucosamine","HMDB0000215","439174","506227","C00140","3356","CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O","1"
"2773","Niacinamide","Niacinamide","HMDB0001406","936","17154","C00153","1497","C1=CC(=CN=C1)C(=O)N","1"
"2774","N-Methyl-DL-Alanine","NA","NA","NA","NA","NA","NA","NA","0"
"2775","o-Coumaric acid","2-Hydroxycinnamic acid","HMDB0002641","637540","18125","C01772","6727","C1=CC=C(C(=C1)/C=C/C(=O)O)O","1"
"2776","o-Coumaric acid","2-Hydroxycinnamic acid","HMDB0002641","637540","18125","C01772","6727","C1=CC=C(C(=C1)/C=C/C(=O)O)O","1"
"2777","Phenylhydrazine","NA","NA","NA","NA","NA","NA","NA","0"
"2778","Sarcosine","Sarcosine","HMDB0000271","1088","15611","C00213","51","CNCC(=O)O","1"
"2779","Maltose","D-Maltose","HMDB0000163","10991489","47937","C00208","413","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@H]([C@H]2O)O)O)CO)O)O)O)O","1"
"2780","Maltose","D-Maltose","HMDB0000163","10991489","47937","C00208","413","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@H]([C@H]2O)O)O)CO)O)O)O)O","1"
"2781","Maltose","D-Maltose","HMDB0000163","10991489","47937","C00208","413","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@H]([C@H]2O)O)O)CO)O)O)O)O","1"
"2782","Nicotinic Acid","Nicotinic acid","HMDB0001488","938","15940","C00253","6272","C1=CC(=CN=C1)C(=O)O","1"
"2783","Mesaconic acid","Mesaconic acid","HMDB0000749","638129","16600","C01732","4130","C/C(=C\C(=O)O)/C(=O)O","1"
"2784","trans-Cinnamic acid","trans-Cinnamic acid","HMDB0000930","444539","35697","C00423","5880","C1=CC=C(C=C1)/C=C/C(=O)O","1"
"2785","2'-Deoxyinosine 5'-monophosphate","dIMP","HMDB0006555","91531","28806","C06196",NA,"C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC3=O)COP(=O)(O)O)O","1"
"2786","Benzocaine","Benzocaine","HMDB0004992","2337","116735","C07527","3934","CCOC(=O)C1=CC=C(C=C1)N","1"
"2787","DL-6,8-Thioctic acid","NA","NA","NA","NA","NA","NA","NA","0"
"2788","DL-alpha-Hydroxybutyric acid","2-Hydroxybutyric acid","HMDB0000008","11266","1148","C05984","3783","CCC(C(=O)O)O","1"
"2789","Fusaric acid","NA","NA","NA","NA","NA","NA","NA","0"
"2790","Indole-3-acetic acid","Indoleacetic acid","HMDB0000197","802","16411","C00954","5211","C1=CC=C2C(=C1)C(=CN2)CC(=O)O","1"
"2791","Indole-3-acetic acid","Indoleacetic acid","HMDB0000197","802","16411","C00954","5211","C1=CC=C2C(=C1)C(=CN2)CC(=O)O","1"
"2792","Linoleic acid","Linoleic acid","HMDB0000673","5280450","17351","C01595","191","CCCCC/C=C\C/C=C\CCCCCCCC(=O)O","1"
"2793","Linolenic acid","Alpha-Linolenic acid","HMDB0001388","5280934","27432","C06427","6208","CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O","1"
"2794","N-Formyl-L-methionine","N-Formyl-L-methionine","HMDB0001015","6995182","16552","C03145","5945","CSCC[C@H](C(=O)O)NC=O","1"
"2795","Palmitic acid","Palmitic acid","HMDB0000220","985","15756","C00249","187","CCCCCCCCCCCCCCCC(=O)O","1"
"2796","gamma-Linolenic acid","Gamma-Linolenic acid","HMDB0003073","5280933","28661","C06426","386","CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O","1"
"2797","N-6-(delta-2-Isopentenyl)adenosinehemihydrate","NA","NA","NA","NA","NA","NA","NA","0"
"2798","3-Methyladenine","3-Methyladenine","HMDB0011600","1673","38635","C00913",NA,"CN1C=NC(=C2C1=NC=N2)N","1"
"2799","Oleic acid","Oleic acid","HMDB0000207","445639","16196","C00712","190","CCCCCCCC/C=C\CCCCCCCC(=O)O","1"
"2800","alpha-Ketoglutaric acid_methoxyamine","NA","NA","NA","NA","NA","NA","NA","0"
"2801","alpha-Methyl-DL-serine","NA","NA","NA","NA","NA","NA","NA","0"
"2802","beta-Ketoadipic acid_methoxyamine","NA","NA","NA","NA","NA","NA","NA","0"
"2803","beta-Ketoadipic acid_methoxyamine","NA","NA","NA","NA","NA","NA","NA","0"
"2804","beta-Phenylpyruvic acid","Phenylpyruvic acid","HMDB0000205","997","30851","C00166","328","C1=CC=C(C=C1)CC(=O)C(=O)O","1"
"2805","gamma-Amino-n-butyric acid","Gamma-Aminobutyric acid","HMDB0000112","119","16865","C00334",NA,"C(CC(=O)O)CN","1"
"2806","delta-Aminolevulinic acid","5-Aminolevulinic acid","HMDB0001149","137","17549","C00430","6037","C(CC(=O)O)C(=O)CN","1"
"2807","delta-Aminolevulinic acid","5-Aminolevulinic acid","HMDB0001149","137","17549","C00430","6037","C(CC(=O)O)C(=O)CN","1"
"2808","epsilon-Amino-n-caproic acid","NA","NA","NA","NA","NA","NA","NA","0"
"2809","3,4-dihydroxyphenylacetic acid","3,4-Dihydroxybenzeneacetic acid","HMDB0001336","547","41941","C01161","6170","C1=CC(=C(C=C1CC(=O)O)O)O","1"
"2810","(S)-(+)-2-(anilinomethyl)pyrrolidine","NA","NA","NA","NA","NA","NA","NA","0"
"2811","(S)-(+)-2-(anilinomethyl)pyrrolidine","NA","NA","NA","NA","NA","NA","NA","0"
